name,city,country,iata,icao
Marion Municipal - Mckinney Field,Marion,US,MZZ,KMZZ
Cortland County/Chase Field,Cortland,US,CTX,KN03
Hackettstown Airport,Hackettstown,US,,KN05
Laurel Airport,Laurel,US,,KN06
Lincoln Park Airport,Lincoln Park,US,,KN07
Flanagan Field,Farmville,US,,KN08
Lakewood Airport,Lakewood,US,,KN12
Bloomsburg Municipal Airport,Bloomsburg,US,,KN13
Flying W Airport,Lumberton,US,,KN14
Kingston Airport,Kingston,US,,KN15
Centre Airpark,Centre Hall,US,,KN16
Vaughn Municipal Airport,Vaughn,US,,KN17
Tinak Airport,Arno Atoll,MH,,KN18
Aztec Municipal Airport,Aztec,US,,KN19
Ine Airport,Arno Atoll,MH,,KN20
Sky Manor Airport,Jacksonville,US,,KN22
Sidney Municipal Airport,Sidney,US,SXY,KN23
Questa Municipal Nr 2 Airport,Questa,US,,KN24
Blue Heron Airport,Gallupville,US,,KN25
Derby Aerodrome,Pinehurst,US,,KN26
Bradford County Airport,Towanda,US,,KN27
Magdalena Airport,Magdalena,US,,KN29
Cherry Ridge Airport,Honesdale,US,,KN30
Punxsutawney Municipal Airport,Punxsutawney,US,,KN35
Wotje Airport,Wotje Atoll,MH,,KN36
Grand Canyon Regional Airport,Wellsboro,US,,KN38
Sky Manor Airport,Pittstown,US,,KN40
Waterbury Airport,Waterbury,US,,KN41
Braden Airpark,Easton,US,,KN43
Kobelt Airport,Wallkill,US,,KN45
Pottstown Municipal Airport,Pottstown,US,,KN47
Solberg/Hunterdon Airport,Readington,US,,KN51
Jaars-Townsend Airport,Waxhaw,US,,KN52
Jaluit Airport,Jabor Jaluit Atoll,MH,,KN55
Great Valley Airport,Great Valley,US,,KN56
New Garden Airport,Toughkenamon,US,,KN57
Samsarg Field,Fernley,US,,KN58
Rosaschi Air Park,Smith,US,,KN59
Hinshaw (Greenacres) Airport,Liberty,US,,KN61
Meadow Brook Field,Walnut Cove,US,,KN63
Albert S Nader Regional Airport,Oneonta,US,ONH,KN66
Franklin County Regional Airport,Chambersburg,US,,KN68
Stormville Airport,Stormville,US,,KN69
Donegal Springs Airpark,Mount Joy/Marietta,US,,KN71
Warwick Municipal Airport,Warwick,US,,KN72
Penns Cave Airport,Centre Hall,US,,KN74
Northumberland County Airport,Shamokin,US,,KN79
Hammonton Municipal Airport,Hammonton,US,,KN81
Wurtsboro/Sullivan County Airport,Wurtsboro,US,,KN82
Ds Butler Farm And Airfield,Oak Ridge,US,,KN83
Alexandria Airport,Pittstown,US,,KN85
Trenton-Robbinsville Airport,Robbinsville,US,,KN87
Kecks Airport,Julian,US,,KN88
Joseph Y Resnick Airport,Ellenville,US,,KN89
Laneys Airport,Maiden,US,,KN92
Carlisle Airport,Carlisle,US,,KN94
Bellefonte Airport,Bellefonte,US,,KN96
Hiatt Airport,Thomasville,US,,KN97
Boyne City Municipal Airport,Boyne City,US,,KN98
Beaufort Mcas (Merritt Field) Airport,Beaufort,US,,KNBC
New Orleans Nas Jrb (Alvin Callender Field) Airport,New Orleans,US,NBG,KNBG
Barin Nolf Airport,Foley,US,NHX,KNBJ
Taylorsville Airport,Taylorsville,US,,KNC2
New River Mcas (Mccutcheon Field) Airport,Jacksonville,US,,KNCA
Dahlgren Nsf Airport,Dahlgren,US,DGN,KNDY
Whiting Field Nas South Airport,Milton,US,,KNDZ
Lakehurst Maxfield Field,Lakehurst,US,NEL,KNEL
Whitehouse Nolf Airport,Jacksonville,US,NEN,KNEN
Lakefront Airport,New Orleans,US,NEW,KNEW
Summerdale Nolf Airport,Summerdale,US,,KNFD
Fentress Nalf Airport,Fentress,US,,KNFE
Camp Pendleton Mcas (Munn Field) Airport,Oceanside,US,,KNFG
Choctaw Nolf Airport,Milton,US,,KNFJ
Fallon Nas (Van Voorhis Field) Airport,Fallon,US,NFL,KNFL
Fort Worth Nas Jrb (Carswell Field) Airport,Fort Worth,US,FWH,KNFW
Corpus Christi Nas (Truax Field) Airport,Corpus Christi,US,NGP,KNGP
Santa Rosa Nolf Airport,Milton,US,,KNGS
Goliad Nolf Airport,Berclair,US,,KNGT
Norfolk Ns (Chambers Field) Airport,Norfolk,US,NGU,KNGU
Cabaniss Field Nolf Airport,Corpus Christi,US,NGW,KNGW
Patuxent River Nas (Trapnell Field) Airport,Patuxent River,US,NHK,KNHK
Norfolk Ns Airport,Norfolk,US,,KNHU
China Lake Naws (Armitage Field) Airport,China Lake,US,,KNID
Ninilchik Airport,Ninilchik,US,NIN,KNIN
Jacksonville Nas (Towers Field) Airport,Jacksonville,US,NIP,KNIP
El Centro Naf (Vraciu Field) Airport,El Centro,US,NJK,KNJK
Bogue Field Mcalf Airport,Swansboro,US,,KNJM
Joe Williams Nolf Airport,Meridian,US,,KNJW
Cherry Point Mcas (Cunningham Field) Airport,Cherry Point,US,,KNKT
Miramar Mcas (Joe Foss Field) Airport,San Diego,US,NKX,KNKX
Lemoore Nas (Reeves Field) Airport,Lemoore,US,NLC,KNLC
Cuba Landing Strip,Cuba,US,,KNM2
Meridian Nas (Mc Cain Field) Airport,Meridian,US,,KNMM
Orange Grove Nalf Airport,Orange Grove,US,,KNOG
Port Angeles Cgas Airport,Port Angeles,US,,KNOW
Pensacola Nas (Forrest Sherman Field) Airport,Pensacola,US,NPA,KNPA
Millington/Memphis Airport,Millington,US,NQA,KNQA
Kingsville Nas Airport,Kingsville,US,NQI,KNQI
Key West Nas (Boca Chica Field) Airport,Key West,US,NQX,KNQX
Coupeville Nolf Airport,Coupeville,US,,KNRA
Mayport Ns (Adm David L Mcdonald Field) Airport,Mayport,US,NRB,KNRB
Norton Municipal Airport,Norton,US,,KNRN
Spencer Nolf Airport,Pace,US,,KNRQ
Imperial Beach Nolf (Ream Field) Airport,Imperial Beach,US,NRS,KNRS
Whiting Field Nas North Airport,Milton,US,NSE,KNSE
San Nicolas Island Nolf Airport,San Nicolas Island,US,,KNSI
Point Mugu Nas (Naval Base Ventura Co) Airport,Oxnard,US,NTD,KNTD
Oceana Nas (Apollo Soucek Field) Airport,Virginia Beach,US,NTU,KNTU
San Clemente Island Nalf Airport,San Clemente Island,US,,KNUC
Webster Nolf Airport,St Inigoes,US,,KNUI
Moffett Federal Airfield,Mountain View,US,NUQ,KNUQ
Whidbey Island Nas (Ault Field) Airport,Oak Harbor,US,NUW,KNUW
Nevada Municipal Airport,Nevada,US,NVD,KNVD
Waldron Field Nolf Airport,Corpus Christi,US,,KNWL
Twentynine Palms Self Airport,Twentynine Palms,US,,KNXP
Fulton County Airport,Johnstown,US,,KNY0
Kline Kill Airport,Ghent,US,,KNY1
Quantico Mcaf (Turner Field) Airport,Quantico,US,NYG,KNYG
Yuma Mcas/Yuma International Airport,Yuma,US,YUM,KNYL
North Island Nas (Halsey Field) Airport,San Diego,US,NZY,KNZY
Nervino Airport,Beckwourth,US,NVN,KO02
Rogers Field,Chester,US,,KO05
Colusa County Airport,Colusa,US,,KO08
Round Valley Airport,Covelo,US,,KO09
Haddock Field,Erick,US,,KO13
Skyroads Airport,Ninnekah,US,,KO14
Turlock Municipal Airport,Turlock,US,,KO15
Garberville Airport,Garberville,US,,KO16
Buzzards Roost Airport,Inola,US,,KO18
Kneeland Airport,Eureka,US,NLN,KO19
Kingdon Airpark,Lodi,US,,KO20
Hoopa Airport,Hoopa,US,,KO21
Columbia Airport,Columbia,US,COA,KO22
Lee Vining Airport,Lee Vining,US,,KO24
Lone Pine/Death Valley Airport,Lone Pine,US,,KO26
Oakdale Airport,Oakdale,US,ODC,KO27
Ells Field/Willits Municipal Airport,Willits,US,,KO28
Pittsburg Landing Airport,Imnaha,US,,KO29
Reedley Municipal Airport,Reedley,US,,KO32
Samoa Field,Eureka,US,,KO33
Hollis Municipal Airport,Hollis,US,,KO35
Haigh Field,Orland,US,,KO37
Gundys Airport,Owasso,US,,KO38
Ravendale Airport,Ravendale,US,,KO39
Watts-Woodland Airport,Woodland,US,,KO41
Woodlake Airport,Woodlake,US,,KO42
Yerington Municipal Airport,Yerington,US,EYR,KO43
Mc Caslin Airport,Lexington,US,,KO44
Hooker Municipal Airport,Hooker,US,,KO45
Weed Airport,Weed,US,,KO46
Prague Municipal Airport,Prague,US,,KO47
Salmom Bar Airport,Imnaha,US,,KO48
Sutter County Airport,Yuba City,US,,KO52
Medford Municipal Airport,Medford,US,,KO53
Lonnie Pool Field/Weaverville Airport,Weaverville,US,,KO54
Southard Field,Bieber,US,,KO55
Bryant Field,Bridgeport,US,,KO57
Cedarville Airport,Cedarville,US,,KO59
Cloverdale Municipal Airport,Cloverdale,US,,KO60
Cameron Park Airport,Cameron Park,US,,KO61
B & H Usfs Airport,Enterprise,US,,KO62
Christman Airfield,Okeene,US,,KO65
Sluice Creek Airport,Imnaha,US,,KO68
Petaluma Municipal Airport,Petaluma,US,,KO69
Elliotts Landing Airport,Mount Victory,US,,KO74
Sierraville Dearwater Airport,Sierraville,US,,KO79
Tulelake Municipal Airport,Tulelake,US,,KO81
Benton Field,Redding,US,BZF,KO85
Trinity Center Airport,Trinity Center,US,,KO86
Rio Vista Municipal Airport,Rio Vista,US,,KO88
Fall River Mills Airport,Fall River Mills,US,,KO89
Albert J Ellis Airport,Jacksonville,US,OAJ,KOAJ
Metro Oakland International Airport,Oakland,US,OAK,KOAK
Marina Municipal Airport,Marina,US,OAR,KOAR
Okeechobee County Airport,Okeechobee,US,OBE,KOBE
Woodbine Municipal Airport,Woodbine,US,,KOBI
Ocala International-Jim Taylor Field,Ocala,US,OCF,KOCF
Nacogdoches A L Mangham Jr Regional Airport,Nacogdoches,US,OCH,KOCH
Oconto/J Douglas Bake Municipal Airport,Oconto,US,,KOCQ
Washington-Warren Airport,Washington,US,OCW,KOCW
Odessa-Schlemeyer Field,Odessa,US,,KODO
Evelyn Sharp Field,Ord,US,,KODX
Branch County Memorial Airport,Coldwater,US,,KOEB
Oakley Municipal Airport,Oakley,US,,KOEL
L O Simenstad Municipal Airport,Osceola,US,OEO,KOEO
Offutt Afb Airport,Omaha,US,OFF,KOFF
Norfolk Regional/Karl Stefan Memorial Field,Norfolk,US,OFK,KOFK
Hanover County Municipal Airport,Richmond/Ashland,US,,KOFP
Searle Field,Ogallala,US,OGA,KOGA
Orangeburg Municipal Airport,Orangeburg,US,OGB,KOGB
Ogden-Hinckley Airport,Ogden,US,OGD,KOGD
Ontonagon County/Schuster Field,Ontonagon,US,,KOGM
Ogdensburg International Airport,Ogdensburg,US,OGS,KOGS
Lt Warren Eaton Airport,Norwich,US,OIC,KOIC
Oberlin Municipal Airport,Oberlin,US,,KOIN
Weatherford Stafford Airport,Weatherford,US,,KOJA
Johnson County Executive Airport,Olathe,US,OJC,KOJC
Bob Maxwell Memorial Airfield,Oceanside,US,OCN,KOKB
Will Rogers World Airport,Oklahoma City,US,OKC,KOKC
Delaurentis Airport,Oak Harbor,US,ODW,KOKH
Kokomo Municipal Airport,Kokomo,US,OKK,KOKK
Okmulgee Regional/Paul And Betty Abbott Field,Okmulgee,US,OKM,KOKM
Garden County/King Rhiley Field,Oshkosh,US,OKS,KOKS
Winchester Regional Airport,Winchester,US,WGO,KOKV
Kaolin Field,Sandersville,US,,KOKZ
Dewitt Field/Old Town Municipal Airport,Old Town,US,OLD,KOLD
Cattaraugus County-Olean Airport,Olean,US,OLE,KOLE
L M Clayton Airport,Wolf Point,US,OLF,KOLF
Solon Springs Municipal Airport,Solon Springs,US,,KOLG
Olympia Regional Airport,Olympia,US,OLM,KOLM
Nogales International Airport,Nogales,US,OLS,KOLS
Columbus Municipal Airport,Columbus,US,OLU,KOLU
Olive Branch/Taylor Field,Olive Branch,US,OLV,KOLV
Olney-Noble Airport,Olney-Noble,US,OLY,KOLY
Oelwein Municipal Airport,Oelwein,US,,KOLZ
Eppley Airfield,Omaha,US,OMA,KOMA
Orange County Airport,Orange,US,,KOMH
Omak Airport,Omak,US,OMK,KOMK
Ormond Beach Municipal Airport,Ormond Beach,US,,KOMN
Winona Municipal-Max Conrad Field,Winona,US,ONA,KONA
The O'Neill Municipal-John L Baker Field,O'Neill,US,ONL,KONL
Socorro Municipal Airport,Socorro,US,ONM,KONM
Ontario Municipal Airport,Ontario,US,ONO,KONO
Newport Municipal Airport,Newport,US,ONP,KONP
Ontario International Airport,Ontario,US,ONT,KONT
Currituck County Regional Airport,Currituck,US,,KONX
Olney Municipal Airport,Olney,US,ONY,KONY
Grosse Ile Municipal Airport,Detroit/Grosse Ile,US,,KONZ
Oskaloosa Municipal Airport,Oskaloosa,US,OOA,KOOA
Miami-Opa Locka Executive Airport,Miami,US,OPF,KOPF
St Landry Parish Airport,Opelousas,US,OPL,KOPL
Thomaston-Upson County Airport,Thomaston,US,,KOPN
Brandywine Regional Airport,West Chester,US,,KOQN
Quonset State Airport,North Kingstown,US,NCO,KOQU
Maquoketa Municipal Airport,Maquoketa,US,,KOQW
Dug Bar Usfs Airport,Imnaha,US,,KOR8
Lord Flat Usfs Airport,Imnaha,US,,KOR9
Orr Regional Airport,Orr,US,,KORB
Chicago O'Hare International Airport,Chicago,US,ORD,KORD
Orange Municipal Airport,Orange,US,,KORE
Norfolk International Airport,Norfolk,US,ORF,KORF
Orange County Airport,Orange,US,,KORG
Worcester Regional Airport,Worcester,US,ORH,KORH
Port Lions Airport,Port Lions,US,ORI,KORI
North Little Rock Municipal Airport,North Little Rock,US,,KORK
Executive Airport,Orlando,US,ORL,KORL
Orcas Island Airport,Eastsound,US,ESD,KORS
Mount Pleasant Regional Airport,Mount Pleasant,US,MPS,KOSA
Oscoda/Wurtsmith Airport,Oscoda,US,OSC,KOSC
Wittman Regional Airport,Oshkosh,US,OSH,KOSH
Ohio State University Airport,Columbus,US,OSU,KOSU
Kosciusko-Attala County Airport,Kosciusko,US,OSX,KOSX
Worthington Municipal Airport,Worthington,US,OTG,KOTG
Southwest Oregon Regional Airport,North Bend,US,OTH,KOTH
Ottumwa Regional Airport,Ottumwa,US,OTM,KOTM
University Of Oklahoma Westheimer Airport,Norman,US,OUN,KOUN
Oroville Municipal Airport,Oroville,US,OVE,KOVE
Olivia Regional Airport,Olivia,US,,KOVL
North Vernon Airport,North Vernon,US,,KOVO
Boscobel Airport,Boscobel,US,,KOVS
Owatonna Degner Regional Airport,Owatonna,US,OWA,KOWA
Owensboro/Daviess County Regional Airport,Owensboro,US,OWB,KOWB
Norwood Memorial Airport,Norwood,US,OWD,KOWD
Ottawa Municipal Airport,Ottawa,US,,KOWI
Central Maine/Norridgewock Airport,Norridgewock,US,OWK,KOWK
William R Pogue Municipal Airport,Sand Springs,US,,KOWP
Putnam County Airport,Ottawa,US,,KOWX
Ocean City Municipal Airport,Ocean City,US,OCE,KOXB
Waterbury-Oxford Airport,Oxford,US,OXC,KOXC
Miami University Airport,Oxford,US,OXD,KOXD
Starke County Airport,Knox,US,,KOXI
Oxnard Airport,Oxnard,US,OXR,KOXR
Knoxville Municipal Airport,Knoxville,US,,KOXV
St Marys Municipal Airport,St Marys,US,STQ,KOYM
Ozona Municipal Airport,Ozona,US,OZA,KOZA
Cairns Army Air Field (Fort Novosel) Airport,Fort Novosel (Ozark),US,OZR,KOZR
Camdenton Memorial-Lake Regional Airport,Camdenton,US,,KOZS
Livingston County Spencer J Hardy Airport,Howell,US,,KOZW
Eric Marcus Municipal Airport,Ajo,US,,KP01
Cochise College Airport,Douglas,US,,KP03
Bisbee Municipal Airport,Bisbee,US,BSQ,KP04
Coolidge Municipal Airport,Coolidge,US,,KP08
Polacca Airport,Polacca,US,PXL,KP10
San Carlos Apache Airport,Globe,US,GLB,KP13
Holbrook Municipal Airport,Holbrook,US,HBK,KP14
Brokenstraw Airport,Pittsfield,US,,KP15
Palmyra (Cooper) Airport,Palmyra Island Atoll,UM,,KP16
Greater Breezewood Regional Airport,Breezewood,US,,KP17
Stellar Airpark,Chandler,US,,KP19
Avi Suquilla Airport,Parker,US,,KP20
Seligman Airport,Seligman,US,,KP23
Tombstone Municipal Airport,Tombstone,US,,KP29
Cochise County Airport,Willcox,US,CWX,KP33
Mifflintown Airport,Mifflintown,US,,KP34
Mount Pleasant/Scottdale Airport,Mount Pleasant,US,,KP45
Cottonwood Airport,Cottonwood,US,CTW,KP52
Flying M Aerodrome,Germansville,US,,KP91
Jersey Shore Airport,Jersey Shore,US,,KP96
Seattle Paine Field International Airport,Everett,US,PAE,KPAE
Barkley Regional Airport,Paducah,US,PAH,KPAH
Tyndall Afb Airport,Panama City,US,PAM,KPAM
Payson Airport,Payson,US,PJB,KPAN
Palo Alto Airport,Palo Alto,US,PAO,KPAO
Pinebluff Regional/Grider Field,Pine Bluff,US,PBF,KPBF
Plattsburgh International Airport,Plattsburgh,US,PBG,KPBG
Price County Airport,Phillips,US,,KPBH
Palm Beach International Airport,West Palm Beach,US,PBI,KPBI
Pike County/Hatcher Field,Pikeville,US,PVL,KPBX
Perryville Regional Airport,Perryville,US,,KPCD
Plant City Airport,Plant City,US,,KPCM
Erie-Ottawa International Airport,Port Clinton,US,,KPCW
Waupaca Municipal Airport,Waupaca,US,,KPCZ
Prairie Du Chien Municipal Airport,Prairie Du Chien,US,PCD,KPDC
Dekalb-Peachtree Airport,Atlanta,US,PDK,KPDK
Eastern Oregon Regional At Pendleton Airport,Pendleton,US,PDT,KPDT
Portland International Airport,Portland,US,PDX,KPDX
Pella Municipal Airport,Pella,US,,KPEA
Penn Yan/Yates City Airport,Penn Yan,US,,KPEO
Pecos Municipal Airport,Pecos,US,PEQ,KPEQ
Paynesville Municipal Airport,Paynesville,US,,KPEX
Pleasanton Municipal Airport,Pleasanton,US,,KPEZ
Pacific City State Airport,Pacific City,US,PFC,KPFC
Griffin Field,Levant,US,,KPG1
Page Municipal Airport,Page,US,PGA,KPGA
Punta Gorda Airport,Punta Gorda,US,PGD,KPGD
Port Graham Airport,Port Graham,US,PGM,KPGM
Kirk Field,Paragould,US,PGR,KPGR
Pitt-Greenville Airport,Greenville,US,PGV,KPGV
Harry Clever Field,New Philadelphia,US,PHD,KPHD
Newport News/Williamsburg International Airport,Newport News,US,PHF,KPHF
Phillipsburg Municipal Airport,Phillipsburg,US,,KPHG
Robert F Swinnie Airport,Andrews,US,ADR,KPHH
Palm Beach County Glades Airport,Pahokee,US,PHK,KPHK
Philadelphia International Airport,Philadelphia,US,PHL,KPHL
St Clair County International Airport,Port Huron,US,PHN,KPHN
Philip Airport,Philip,US,PHP,KPHP
Henry County Airport,Paris,US,PHT,KPHT
Phoenix Sky Harbor International Airport,Phoenix,US,PHX,KPHX
General Downing - Peoria International Airport,Peoria,US,PIA,KPIA
Hattiesburg/Laurel Regional Airport,Hattiesburg-Laurel,US,PIB,KPIB
St Pete-Clearwater International Airport,St Petersburg-Clearwater,US,PIE,KPIE
Pocatello Regional Airport,Pocatello,US,PIH,KPIH
Port Isabel-Cameron County Airport,Port Isabel,US,,KPIL
Harris County Airport,Pine Mountain,US,PIM,KPIM
Pierre Regional Airport,Pierre,US,PIR,KPIR
Pittsburgh International Airport,Pittsburgh,US,PIT,KPIT
Zelienople Municipal Airport,Zelienople,US,,KPJC
Pinckneyville/Du Quoin Airport,Pinckneyville,US,,KPJY
Mid-Ohio Valley Regional Airport,Parkersburg,US,PKB,KPKB
Park Rapids Municipal/Konshok Field,Park Rapids,US,PKD,KPKD
Park Falls Municipal Airport,Park Falls,US,PKF,KPKF
Calhoun County Airport,Port Lavaca,US,,KPKV
Portland Municipal Airport,Portland,US,,KPLD
M Graham Clark Downtown Airport,Branson,US,PLK,KPLK
Pellston Regional/Emmet County Airport,Pellston,US,PLN,KPLN
St Clair County Airport,Pell City,US,PLR,KPLR
Pierce County - Thun Field,Puyallup,US,,KPLU
Pembina Municipal Airport,Pembina,US,PMB,KPMB
Palmdale Usaf Plant 42 Airport,Palmdale,US,PMD,KPMD
Greater Portsmouth Regional Airport,Portsmouth,US,PMH,KPMH
Pompano Beach Airpark,Pompano Beach,US,PPM,KPMP
Panola County Airport,Batesville,US,,KPMU
Plattsmouth Municipal/Douglas V Duey Field,Plattsmouth,US,,KPMV
Plymouth Municipal Airport,Plymouth,US,,KPMZ
Ralph Wenz Field,Pinedale,US,PWY,KPNA
Ponca City Regional Airport,Ponca City,US,PNC,KPNC
Northeast Philadelphia Airport,Philadelphia,US,PNE,KPNE
Princeton Municipal Airport,Princeton,US,,KPNM
Princeton Municipal Airport,Princeton,US,PNN,KPNN
Pensacola International Airport,Pensacola,US,PNS,KPNS
Pontiac Municipal Airport,Pontiac,US,,KPNT
Poplar Municipal Airport,Poplar,US,,KPO1
Pope Army Air Field,Fayetteville,US,POB,KPOB
Brackett Field,La Verne,US,POC,KPOC
Maks Army Air Field,Fort Polk,US,POE,KPOE
Poplar Bluff Regional Business Airport,Poplar Bluff,US,POF,KPOF
Pocahontas Municipal Airport,Pocahontas,US,POH,KPOH
Hudson Valley Regional Airport,Poughkeepsie,US,POU,KPOU
Portage County Airport,Ravenna,US,,KPOV
Powell Municipal Airport,Powell,US,POY,KPOY
Perry Lefors Field,Pampa,US,PPA,KPPA
Tri-City Airport,Parsons,US,PPF,KPPF
La Porte Municipal Airport,La Porte,US,LPO,KPPO
Pittsfield Penstone Municipal Airport,Pittsfield,US,,KPPQ
Presque Isle International Airport,Presque Isle,US,PQI,KPQI
Trent Lott International Airport,Pascagoula,US,PGL,KPQL
Pipestone Municipal Airport,Pipestone,US,,KPQN
Paso Robles Municipal Airport,Paso Robles,US,PRB,KPRB
Prescott Regional - Ernest A Love Field,Prescott,US,PRC,KPRC
Edgar County Airport,Paris,US,,KPRG
Mac Crenshaw Memorial Airport,Greenville,US,,KPRN
Perry Municipal Airport,Perry,US,PRO,KPRO
Presidio Lely International Airport,Presidio,US,,KPRS
Cox Field,Paris,US,PRX,KPRX
Portales Municipal Airport,Portales,US,,KPRZ
Mid-State Airport,Philipsburg,US,PSB,KPSB
Tri-Cities Airport,Pasco,US,PSC,KPSC
Pittsfield Municipal Airport,Pittsfield,US,PSF,KPSF
New River Valley Airport,Dublin,US,PSK,KPSK
Portsmouth International At Pease Airport,Portsmouth,US,PSM,KPSM
Palestine Municipal Airport,Palestine,US,PSN,KPSN
Stevens Field,Pagosa Springs,US,PGO,KPSO
Palm Springs International Airport,Palm Springs,US,PSP,KPSP
Palacios Municipal Airport,Palacios,US,PSX,KPSX
Tri Cities Executive/Dinwiddie County Airport,Petersburg,US,PTB,KPTB
Potsdam Municipal/Damon Field,Potsdam,US,,KPTD
Oakland County International Airport,Pontiac,US,PTK,KPTK
Harry P Williams Memorial Airport,Patterson,US,PTN,KPTN
Atkinson Municipal Airport,Pittsburg,US,PTS,KPTS
Pratt Regional Airport,Pratt,US,PTT,KPTT
Porterville Municipal Airport,Porterville,US,PTV,KPTV
Heritage Field,Pottstown,US,PTW,KPTW
Pueblo Memorial Airport,Pueblo,US,PUB,KPUB
Carbon County Regional/Buck Davis Field,Price,US,PUC,KPUC
Paulding Northwest Atlanta Airport,Atlanta,US,,KPUJ
Pullman/Moscow Regional Airport,Pullman/Moscow,US,PUW,KPUW
Platteville Municipal Airport,Platteville,US,,KPVB
Provincetown Municipal Airport,Provincetown,US,PVC,KPVC
Rhode Island Tf Green International Airport,Providence,US,PVD,KPVD
Beech River Regional Airport,Lexington-Parsons,US,,KPVE
Placerville Airport,Placerville,US,PVF,KPVF
Hampton Roads Executive Airport,Norfolk,US,,KPVG
Pauls Valley Municipal Airport,Pauls Valley,US,,KPVJ
Provo Municipal Airport,Provo,US,PVU,KPVU
Hale County Airport,Plainview,US,PVW,KPVW
Wiley Post Airport,Oklahoma City,US,PWA,KPWA
Pine River Regional Airport,Pine River,US,,KPWC
Sher-Wood Airport,Plentywood,US,PWD,KPWD
Mc Gregor Executive Airport,Waco,US,,KPWG
Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,PWK,KPWK
Portland International Jetport Airport,Portland,US,PWM,KPWM
Bremerton Ntl Airport,Bremerton,US,PWT,KPWT
Perry-Houston County Airport,Perry,US,,KPXE
Pageland Airport,Pageland,US,,KPYG
Plymouth Municipal Airport,Plymouth,US,PYM,KPYM
Piedmont Municipal Airport,Piedmont,US,,KPYN
Centre-Piedmont-Cherokee County Regional Airport,Centre,US,,KPYP
Perryton Ochiltree County Airport,Perryton,US,,KPYX
Presque Isle County Airport,Rogers City,US,,KPZQ
Mudaysis Air Base,,IQ,,KQMG
Alkali Lake State Airport,Alkali Lake,US,,KR03
Wakonda Beach State Airport,Waldport,US,,KR33
Ruhes Airport,Leipsic,US,,KR47
Ferry County Airport,Republic,US,,KR49
Batten International Airport,Racine,US,RAC,KRAC
Riverside Municipal Airport,Riverside,US,RAL,KRAL
